,Unnamed: 0,image,name,author,format,book_depository_stars,price,currency,old_price,isbn,category,img_paths,description
728,728,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/8575/9780857500632.jpg,Narrow Dog to Wigan Pier,Terry Darlington,Paperback,4.0,11.2,$,12.4,9780857500632,Transport,dataset/Transport/0000729.jpg,"""At seventy-five, Terry and Monica Darlington had done everything they could think of doing, including starting a business and becoming athletes and running a literary society. Lately they had become boating adventurers and Terry a bestselling writer. But in their Midlands canal town in November, life was looking dull and short on surprises. Then their famous canal boat was destroyed by fire. Within a few days they had bought a new one and soon headed north in the Phyllis May 2 - to Liverpool, Lancaster, the Pennines and Wigan Pier. Terry recorded the journey, and alongside it the story of his life and his marriage and his dog Jim, with his broken ear like a flat cap, and Monica's dog Jess, known with heartbreaking reason as the Flying Catastrophe. Funny, affecting and beautifully told, this is a story that brims with incident and excitement, and is full of the famous and fascinating people the Darlingtons have met. And there is sadness too of course - it is the true story of an adventurous life well lived.""--Publisher description."
729,729,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/8573/9780857337115.jpg,VW Transporter Diesel (90 - June 03) H To 03,John S. Mead,Paperback,4.5,25.08,$,27.5,9780857337115,Transport,dataset/Transport/0000730.jpg,"Hatchback, including special/limited editions. Does NOT cover features specific to Dune models, or facelifted Polo range introduced June 2005. Petrol: 1.2 litre (1198cc) 3-cyl & 1.4 litre (1390cc, non-FSI) 4-cyl. Does NOT cover 1.4 litre FSI engines. Diesel: 1.4 litre (1422cc) 3-cyl & 1.9 litre (1896cc) 4-cyl, inc. PD TDI / turbo."
730,730,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/6880/9780688012267.jpg,The Morrow Guide to Knots,Mario Bigon,Paperback,4.0,16.63,$,17.95,9780688012267,Transport,dataset/Transport/0000731.jpg,"This text provides easy-to-follow instructions for selecting and tying more than 100 of the most useful knots. With knots for climbing, sailing and fishing, every knot contains information on its history and development, alternative names and its uses."
731,731,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/9037/9781903706787.jpg,How to Power Tune Ford SOHC 'Pinto' and Sierra Cosworth DOHC Engines,Des Hammill,Paperback,0.0,28.53,$,47.5,9781903706787,Transport,dataset/Transport/0000732.jpg,"Expert practical advice from an experienced race engine builder on how to build a high-performance version of Ford's naturally aspirated 4-cylinder 1600, 1800 & 2000cc Pinto engine which has been used in Ford's most popular cars (Escort, Capri, Cortina & Sierra - Ford/Mercury Capri, Pinto, Bobcat in USA) over many years. Whether the reader wants a fast road car or to go racing, Des explains, without using technical jargon, just how to build a reliable high-power engine using as many stock parts as possible and without wasting money on parts and modifications that don't work.Also covers Cosworth versions of Pinto engines and fitting Cosworth heads to Pinto blocks. Does not cover 1300, E-Max 1600 or American-built 2300."
732,732,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/8578/9781857803495.jpg,RAF Airfields of World War 2,Jonathan Falconer,Hardback,4.5,35.35,$,42.7,9781857803495,Transport,dataset/Transport/0000733.jpg,"RAF Airfields of World War 2 provides comprehensive coverage of the airfields, bases and squadrons of the RAF's three main frontline commands in Britain during World War 2 - Fighter, Bomber and Coastal Commands. The book is illustrated with more than 260 photographs and maps, making it a unique, single-volume illustrated work of reference."
733,733,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/9291/9781929133468.jpg,Sheet Metal Fabrication Basics,Timothy Remus,Paperback,1.0,27.26,$,,9781929133468,Transport,dataset/Transport/0000734.jpg,"You can learn to fabricate sheet metal. All you need is the raw material, the sincere desire to learn, and a copy of Sheet Metal Fabrication Basics from Wolfgang Publications."
734,734,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/7546/9780754672586.jpg,Straight and Level,Stephen Holloway,Paperback,4.0,52.11,$,,9780754672586,Transport,dataset/Transport/0000735.jpg,
735,735,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/4728/9781472817433.jpg,South African Armour of the Border War 1975-89,Kyle Harmse,Paperback,4.0,10.37,$,13.9,9781472817433,Transport,dataset/Transport/0000736.jpg,"The Border War saw the biggest armoured battles in Africa since World War II. Starting as a counter-insurgency operation by the South African Defence Force (SADF) against the South West Africa People's Organisation, South Africa became embroiled in the complex Angolan Civil War, where they came up against enemies well supplied with equipment and armoured vehicles from the Soviet Union. With the aid of stunning illustrations and photographs, this study details the characteristics, capabilities and performance of the wide variety of armoured vehicles deployed by the SADF, from the Eland armoured car to the Ratel infantry combat vehicle and the Olifant tank. Designed for the unique conditions of the region, South Africa's armour was distinctive and innovative, and has influenced the design of counterinsurgency armoured vehicles around the world. Frequently requested by Osprey readers, and written by two renowned experts on armoured vehicles, this will appeal to all those interested in modern armour and the Cold War proxy wars."
736,736,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/5005/9780500519769.jpg,Sentinels of the Sea,R. G. Grant,Hardback,4.0,22.96,$,24.0,9780500519769,Transport,dataset/Transport/0000737.jpg,"Hired to prove that Oceanus Aquatic Park's star killer whale, Rocky, is not responsible for the drowning death of abusive trainer Eddie Byron, Soc goes undercover as a park employee to find out the truth"
737,737,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/2620/9780262015486.jpg,Helvetica and the New York City Subway System,Paul Shaw,Hardback,4.0,36.45,$,43.0,9780262015486,Transport,dataset/Transport/0000738.jpg,"How New York City subways signage evolved from a “visual mess” to a uniform system with Helvetica triumphant. For years, the signs in the New York City subway system were a bewildering hodge-podge of lettering styles, sizes, shapes, materials, colors, and messages. The original mosaics (dating from as early as 1904), displaying a variety of serif and sans serif letters and decorative elements, were supplemented by signs in terracotta and cut stone. Over the years, enamel signs identifying stations and warning riders not to spit, smoke, or cross the tracks were added to the mix. Efforts to untangle this visual mess began in the mid-1960s, when the city transit authority hired the design firm Unimark International to create a clear and consistent sign system. We can see the results today in the white-on-black signs throughout the subway system, displaying station names, directions, and instructions in crisp Helvetica. This book tells the story of how typographic order triumphed over chaos. The process didn't go smoothly or quickly. At one point New York Times architecture writer Paul Goldberger declared that the signs were so confusing one almost wished that they weren't there at all. Legend has it that Helvetica came in and vanquished the competition. Paul Shaw shows that it didn't happen that way—that, in fact, for various reasons (expense, the limitations of the transit authority sign shop), the typeface overhaul of the 1960s began not with Helvetica but with its forebear, Standard (AKA Akzidenz Grotesk). It wasn't until the 1980s and 1990s that Helvetica became ubiquitous. Shaw describes the slow typographic changeover (supplementing his text with more than 250 images—photographs, sketches, type samples, and documents). He places this signage evolution in the context of the history of the New York City subway system, of 1960s transportation signage, of Unimark International, and of Helvetica itself."
738,738,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/9062/9781906266233.jpg,They Couldn't Have Done it Without Us,John Johnson-Allen,Paperback,5.0,9.94,$,14.95,9781906266233,Transport,dataset/Transport/0000739.jpg,"Finally! When the Baylor Bears cut down the nets in Indianapolis, they capped the most unbelievable and accomplished season in program history. From both their first conference championship and Final Four appearance in 71 years, to fighting through the myriad of challenges of an unprecedented global pandemic, to winning the first national championship in Baylor men's basketball history, this is a team that no Bears' fan will ever forget.How They Drew It Up: Baylor's Unforgettable 2021 Championship Season is the inside story of Baylor's dominant and eventful 2020-2021 season, featuring expert coverage and analysis from Our Daily Bears and site director and editor Kendall Kaut, and stunning photography documenting the Bears' amazing run. Powered by the explosive perimeter trio of Jared Butler, MaCio Teague, and Davion Mitchell, Coach Scott Drew's team announced themselves as a college hoops powerhouse with an 18-0 start to the season and statement wins over Illinois, Kansas, and Texas, before moving on to the NCAA Tournament where they dispatched Hartford, Wisconsin, Villanova, and Arkansas in short order, setting up a triumphant Final Four victory over Houston in a Lone Star State battle to reach the national championship game. From adjusting to frequent game postponements and cancellations to bouncing back after showing rust following a program shut down for three weeks in February due to COVID-19 protocols, How They Drew It Up is an essential keepsake for any Bears fan. This commemorative edition also includes features on Butler, Mitchell, Matthew Mayer, Mark Vital and more!"
739,739,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/2412/9780241226117.jpg,The Bicycle Book,DK,Hardback,4.0,26.86,$,,9780241226117,Transport,dataset/Transport/0000740.jpg,"A wordless picture book in which a girl sees a bicycle she wants to buy, works hard for a kindly neighbor to earn the money for it, then gets a pleasant surprise."
740,740,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/8573/9780857338396.jpg,International Space Station Manual,David Baker,Hardback,4.5,23.5,$,27.5,9780857338396,Transport,dataset/Transport/0000741.jpg,
741,741,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/7171/9780717165520.jpg,Tony Ryan,Richard Aldous,Paperback,4.0,14.27,$,18.0,9780717165520,Transport,dataset/Transport/0000742.jpg,"In this authorised biography of one of the most remarkable Irishmen of the twentieth century, Richard Aldous is independent in his judgements and frank in his examination of his subject’s shortcomings and eccentricities. But most of all, he writes with verve and pace. Tony Ryan was born in a railwayman’s cottage and rose to enormous success, overseeing the spectacular making of two business fortunes and the dramatic loss of one. After an early spell in Aer Lingus, he set up an airline leasing company, Guinness Peat Aviation (GPA), which had its headquarters in Shannon and quickly became the largest such enterprise in the world. Ryan was a hard taskmaster and the company reflected his ferocious work ethic. Yet, despite a stellar board of directors, a botched and poorly timed Initial Public Offering in the 1990s saw GPA crash and burn. Ryan lost almost everything. All that remained was a little airline running massive deficits. Ryan set about turning Ryanair around, putting in one of his assistants, Michael O’Leary, to help knock it into shape. The rest is history. Ryan remade his fortune, lived lavishly and elegantly, was a generous patron of the arts, and in every respect larger than life. His spirit is one that Ireland needs more than ever today. As the nation strives for its own recovery, it can find inspiration in the story of how one of its most famous sons rose and fell, and then rose again. Not one to stand still or lament mistakes, Tony Ryan’s determination never to give up is the real lesson of this story. He was in so many ways Ireland’s Aviator."
742,742,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/7852/9781785213335.jpg,"Yamaha Mt-09, Tracer And Xsr900 (13 - 16)",Matthew Coombs,Paperback,0.0,26.85,$,30.9,9781785213335,Transport,dataset/Transport/0000743.jpg,"The Norton Commando is a motorcycle with an ohv pre-unit parallel-twin engine, produced by the Norton Motorcycle Company from 1967 until 1977. With over 700 colour photographs, this book provides step-by-step guides to restoring every component of this classic bike. Topics covered include how to find a worthy restoration project; setting up a workshop with key tools and equipment; dismantling the motorcycle to restore the chassis, engine cradle and swing arm; restoring the isolastic suspension, forks and steering; tackling the engine, transmission, carburettors, electrics, ignition and instruments and, finally, overhauling wheels and brakes, and replacing tyres. There is also a chapter on the assembly of a restored 'Five Times Machine of the Year' motorcycle."
743,743,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/8784/9780878466856.jpg,"Speed,Style and Beauty",Beverly Rae Kimes,Hardback,4.0,53.57,$,58.6,9780878466856,Transport,dataset/Transport/0000744.jpg,Text by Winston S. Goodfellow and Beverly Rae Kimes. Foreword and Interview by Darcy Kuronen. Introduction by Ralph Lauren. Photographs by Michael Furman.
744,744,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/0716/9780071606219.jpg,Build Your Own Electric Bicycle,Matthew Slinn,Paperback,4.5,21.99,$,27.5,9780071606219,Transport,dataset/Transport/0000745.jpg,"A Step-by-Step Guide to Building an Electric Bicycle From the Ground Up Filled with do-it-yourself project, this hands-on manual gives you all the technical information and easy-to-follow instructions you need to assemble and customize an electric bike. Build Your Own Electric Bicycle gets you on the road on a reliable, economical, environmentally friendly ride. Inside, you'll find complete coverage of every component, including motors, controllers, batteries, and frames, as well as details on soldering, electrical wiring, safety, and other essential skills. The book covers commercially available electric bicycles and shows you how to make modifications and upgrades for improved power, speed, range, and safety. Pictures, diagrams, and charts illustrate each step along the way. With this how-to guide on hand, you'll be riding your own tricked-out electric bike in no time! BUILD YOUR OWN ELECTRIC BICYCLE COVERS: Energy savings and environmental benefits Electrical, battery, and road safety Long-range, folding, and high-power bikes Hub motor kits Motors, controllers, and batteries Electrical connections and wiring Brakes Troubleshooting, maintenance, and repair Performance and safety modifications"
745,745,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/7423/9781742376943.jpg,The Best Australian Trucking Stories,Jim Haynes,Paperback,3.5,24.54,$,29.3,9781742376943,Transport,dataset/Transport/0000746.jpg,"The trucker's job-so vital to our nation's everyday life-makes for a diverse treasure trove of stories. This first-ever collection of stories about Aussie truckers captures the humour, tragedy and fascinating history of their world, proving once again that truth is often stranger, funnier and more inspiring than fiction. The unlikely yarns and tales, collected by Jim Haynes, quickly transport the reader into the intriguing but often hard and lonely world of the long-distance truck driver. There are stories of endurance while crossing the Nullarbor in the early 1950s, of rescuing mates stranded in the desert and dumping wheat in protest at Parliament House, of repossessing vehicles in suburban Adelaide, and of men imprisoned during the long political battle to make the roads of Australia free to carry freight. Steeped in larrikinism, these are salt-of-the-earth Aussie voices from the most genuine characters to ever spin a yarn. Whether you're interested in one of the most significant social revolutions to have shaped our nation, or in these never-say-die modern pioneers who astound with their resourcefulness, or whether you're just after a laugh and a bloody good story, this book is for you."
746,746,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/3491/9780349121758.jpg,Straight On Till Morning,Mary S. Lovell,Paperback,4.0,11.69,$,14.0,9780349121758,Transport,dataset/Transport/0000747.jpg,"Beryl Markham, like Karen Blixen, could only have come out of Africa. Pioneering aviatrix, flamboyant beauty, brilliant race-horse trainer, unscrupulous seducer - her life story is for every reader who was enthralled by Blixen's exotic world, that of Kenya between the wars. This fully authorised biography, drawn from the author's personal association with Beryl and her family, paints a vivid portrait of a tempestuous and controversial character. It tells of her friendship with Karen Blixen (though she commandeered Blixen's husband Bror and lover Denys Finch Hatton), of her spectacular courage when she became the first person to fly from England to America, and of the mysteries surrounding her highly praised, bestselling book WEST WITH THE NIGHT."
747,747,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/8435/9781843545286.jpg,Spitfire,Jonathan Glancey,Paperback,4.0,10.67,$,14.0,9781843545286,Transport,dataset/Transport/0000748.jpg,"In June 1940, the German Army had brought the rest of Europe to its knees. 'Hitler knows that he will have to break us in this island or lose the war. If we can stand up to him, all Europe may be free and the life of the world will move forward into broad, sunlit uplands,' said Churchill. The future of Europe depended on Britain. A self-confident Herman Goring thought that it would be only a matter of weeks before his planes had forced Britain to surrender. The courage, resourcefulness and brilliant organisation of the RAF were to prove him wrong. By late September 1940, the RAF had proved invincible, thanks to the Vickers Supermarine Spitfire. It exceeded anything that any other air force possessed. RJ Mitchell, a shy and almost painfully modest engineer, was the genius behind the Spitfire. On the 5th March 1936, following its successful maiden flight, a legend was born. Prize-winning historian Leo McKinstry's vivid history of the Spitfire brings together a rich cast of characters and first hand testimonies. It is a tale full of drama and heroism, of glory and tragedy, with the main protagonist the remarkable plane that played a crucial role in saving Britain."
748,748,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/8458/9781845842819.jpg,Essential Buyers Guide Norton Commando,Peter Henshaw,Paperback,5.0,11.86,$,16.0,9781845842819,Transport,dataset/Transport/0000749.jpg,Motorcycles: general interest.
749,749,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9783/9274/9783927458543.jpg,Group 4,John Davenport,Hardback,0.0,57.7,$,,9783927458543,Transport,dataset/Transport/0000750.jpg,
750,750,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/7112/9780711238985.jpg,How to Build a Bike,Jenni Gwiazdowski,Paperback,5.0,14.81,$,18.0,9780711238985,Transport,dataset/Transport/0000751.jpg,"With a few simple tools and a bit of inspiration, anyone can build a bicycle that will bring many years of happy riding. This book will teach you the right skills, how to choose the right components, use tools confidently and ace the technical bits to end up with a unique and totally bespoke single-speed bike. Learn how to dismantle a vintage bike for its frame and parts, measure it all for a perfect fit, assemble it with new parts into a safe and stylish new bike, and finally pop on a bell or basket. This is your complete guide to building your own ride."
751,751,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9783/9584/9783958433014.jpg,The Land Cruiser Legend,Alexander Wohlfarth,Hardback,0.0,39.07,$,39.95,9783958433014,Transport,dataset/Transport/0000752.jpg,
752,752,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/7801/9781780190358.jpg,Compl Illust Enc of Lancaster Bomber,Nigel Cawthorne,Paperback,4.0,14.09,$,,9781780190358,Transport,dataset/Transport/0000753.jpg,"A superb illustrated history of Britain's greatest night bomber of World War II, with more than 275 photographs."
753,753,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/4456/9781445671222.jpg,Alarmstart: The German Fighter Pilot's Experience in the Second World War,Patrick Eriksson,Hardback,4.5,22.71,$,24.0,9781445671222,Transport,dataset/Transport/0000754.jpg,"The experiences of the German fighter pilots in the Second World War, based on extensive recollections of veterans as well as primary documents, and diary and flying log book extracts, with photographs from the veterans themselves, many never previously published."
754,754,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/2625/9780262534963.jpg,Transit Life,David Bissell,Paperback,4.0,28.66,$,33.5,9780262534963,Transport,dataset/Transport/0000755.jpg,"An exploration of the ways that everyday life in the city is defined by commuting. We spend much of our lives in transit to and from work. Although we might dismiss our daily commute as a wearying slog, we rarely stop to think about the significance of these daily journeys. In Transit Life, David Bissell explores how everyday life in cities is increasingly defined by commuting. Examining the overlooked events and encounters of the commute, Bissell shows that the material experiences of our daily journeys are transforming life in our cities. The commute is a time where some of the most pressing tensions of contemporary life play out, striking at the heart of such issues as our work-life balance; our relationships with others; our sense of place; and our understanding of who we are. Drawing on in-depth fieldwork with commuters, journalists, transit advocates, policymakers, and others in Sydney, Australia, Transit Life takes a holistic perspective to change how we think about commuting. Rather than arguing that transport infrastructure investment alone can solve our commuting problems, Bissell explores the more subtle but powerful forms of social change that commuting creates. He examines the complex politics of urban mobility through multiple dimensions, including the competencies that commuters develop over time; commuting dispositions and the social life of the commute; the multiple temporalities of commuting; the experience of commuting spaces, from footpath to on-ramp, both physical and digital; the voices of commuting, from private rants to drive-time radio; and the interplay of materialities, ideas, advocates, and organizations in commuting infrastructures."
755,755,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/4728/9781472820099.jpg,Bachem Ba 349 Natter,Robert Forsyth,Paperback,0.0,12.51,$,16.0,9781472820099,Transport,dataset/Transport/0000756.jpg,"The Bachem Ba 349 Natter was a secretive, vertical take-off, single-seat rocket interceptor intended to offer high-speed defence of key targets. This radical aircraft offered Luftwaffe an inexpensive means with which to intercept and attack Allied heavy bombers using a vertically-launched, semi-expendable machine built of wood and armed with a nose-mounted 'honeycomb' battery of spin-stabilised air-to-air rockets as well as cannon armament. Launched vertically at 36,000ft per minute, the pilot was expected to fly within range of the enemy bombers, fire his rockets at them, ram another bomber, eject and parachute to the ground. Illustrated with contemporary photographs and stunning commissioned artwork, this study examines this inventive yet ultimately unsuccessful attempt by the Luftwaffe to defend against the tide of Allied aircraft that was bombing German cities into the ground."
756,756,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/7838/9781783831715.jpg,Airbus,Gerhard Lang,Paperback,3.0,13.21,$,16.0,9781783831715,Transport,dataset/Transport/0000757.jpg,"In a world confronting global climate change, political turmoil among oil exporting nations, nuclear weapons proliferation, nuclear plant safety and waste disposal issues, the United States must assume a leadership role in moving to a zero-CO2-emissions energy economy. At the same time America needs to take the lead in reducing the world's reliance on nuclear power. This breakthrough joint study by the Institute for Energy and Environmental Research and the Nuclear Policy Research Institute shows how our energy needs can be met by alternative sources, as wind, solar, hydrogen, biomass, microalgae, geothermal and wave power are all part of the solution. Must reading for everyone concerned with energy politics and the planet's future, Carbon-Free is already making headlines."
757,757,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/9254/9781925403565.jpg,The Passion for Holden,Joel Wakely,Hardback,0.0,44.07,$,46.5,9781925403565,Transport,dataset/Transport/0000758.jpg,"Gus. Losing himself. Finding himself. But he doesn't even know how to function anymore. Bright Side wasn't only his best friend; she was like his other half ... How do you go back to doing what you did before, when half of you is gone forever?"
758,758,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/8573/9780857330932.jpg,Land Rover Defender Modifying Manual,Lindsay Porter,Hardback,4.5,26.1,$,30.9,9780857330932,Transport,dataset/Transport/0000759.jpg,"Some of the most popular Land Rover pastimes are detailed here, with explanations of how to take part and what equipment you need. This unique book explains how these versatile machines can be modified to suit a vast range of applications, from simple upgrades for easier everyday driving and servicing/renovation tips, right up to large scale conversions for racing, trialling and international expeditions. Everything is explained in clear, straightforward text, written by a qualified engineer and Land Rover enthusiast with many years of practical experience, and accompanied by detailed photographs to show the reader how it’s all done"
759,759,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/8483/9781848320451.jpg,Yamato Class Battleships,Steve Wiper,Paperback,4.5,16.27,$,18.0,9781848320451,Transport,dataset/Transport/0000760.jpg,"As the Pacific War approached a crescendo, the clashes between swarming US Navy carrier aircraft, and the gigantic Imperial Japanese Navy (IJN) Yamato-class battleships became symbolic of the fortunes of the two nations. They also served as a metaphor for the profound changes in naval technology and doctrine that the war had brought about. The two opposing forces were the most powerful of their kind - the Japanese Yamato and Musashi were the biggest most heavily armored and armed battleships ever built, while US carrier aviation had evolved into a well-oiled, war-winning machine. With detailed analysis of the technical features of the opposing war machines and a gripping account of the fighting itself, this vividly illustrated work presents views from the cockpits of US Navy Divebombers, and down the sights of IJN anti-aircraft guns, during two of the most dramatic naval engagements ever fought."
760,760,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/6209/9781620920497.jpg,Ford Ranger Automotive Repair Manual,Haynes Publishing,Paperback,4.0,29.54,$,,9781620920497,Transport,dataset/Transport/0000761.jpg,
761,761,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/8573/9780857332431.jpg,McDonnell Douglas/Boeing F-15 Eagle Manual,Steve Davies,Hardback,4.5,22.92,$,28.8,9780857332431,Transport,dataset/Transport/0000762.jpg,"The McDonnell Douglas F-15 Eagle is a twin-engine, highly maneuverable, all-weather tactical jet fighter, designed to gain and maintain air superiority in aerial combat. It is considered among the most successful of modern jet fighters with 104 aerial combat victories to its credit, with no losses (combined figure across all user-air forces). The F-15 Eagle first flew in July 1972 and entered service with the USAF in 1976. It is expected to remain in service with the USAF until 2025."
762,762,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/7852/9781785210549.jpg,McDonnell Douglas F/A-18 Hornet And Super Hornet,Steve Davies,Hardback,4.0,23.53,$,27.5,9781785210549,Transport,dataset/Transport/0000763.jpg,"The US-designed and built McDonnell Douglas F/A-18 Hornet is one of the most important Fourth Generation fighters in the world. Its twin-engine, twin-tails (canted outwards) and leading edge root extensions make it one of the most recognisable fighters in operation. The latest version is the enlarged Super Hornet. It was controversial in being chosen as the replacement for the much loved F-14 Tomcat, but the truth is that it is a potent and fearsome fighter that boasts one of the most capable radars in service (it can operate in both air and ground modes near-simultaneously) and a weapons loadout that takes full advantage of it. The Super Hornet currently performs the bulk of the Western world's airstrikes on the nefarious terrorist group 'ISIS' in Iraq and Syria.Developed initially by Northrop as the P-530 Cobra in response to the US Air Force's Light Weight Fighter competition (winner: the General Dynamics F-16), the Hornet had a troubled start in life. Designated the YF-17 for the LWF fly-off in 1974, it failed to impress the Air Force. However, contractor McDonnell Douglas stepped in confident that it could be improved sufficiently to make it a contender for the US Navy's new fighter competition. McAir, as was often the case, were right. Redesigned and redesignated the F/A-18 (fighter/attack), it won the competition and entered service with the US Navy as a carrier-borne, multi-role fighter, marking the beginning of the Hornet's journey from Air Force 'reject' to 'king' of the US Navy's Fleet Defenders."
763,763,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/5267/9781526727176.jpg,SAM' Marshal of the Royal Air Force the Lord Elworthy,Mead Richard,Hardback,3.0,27.52,$,30.9,9781526727176,Transport,dataset/Transport/0000764.jpg,"Sam Elworthys career was remarkable by any standards. Born in New Zealand in 1911 and educated in England, he was called to the Bar. After learning to learning to fly he joined the RAAF. During the Second World War he won the DFC, DSO and AFC and, after commanding 82 Squadron, worked closely with Bomber Harris and General Eisenhower. He became an air commodore aged 33.His meteoric rise continued post-war. Switching to Fighter Command he saw service in India, Pakistan, and the UK before becoming Commandant of the RAF Staff College. By 1960 he was tri-service C-in-C Middle East and his actions prevented the invasion of Kuwait by Iraq.As Chief of Air Staff and Chief of defense Staff in the 1960s he fought the Services corner at a difficult political and economic time. He secured the long term future of the RAF, whose very existence was threatened. A hugely respected figure, he became a life peer, Knight of the Garter and Constable of Windsor Castle. He died in 1993 in his native New Zealand.This long overdue biography attempts successfully to do justice to a man of great stature, integrity and achievement."
764,764,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/8958/9780895863775.jpg,Weber Carburet Hp774,Verlon Braden,Paperback,4.5,23.73,$,31.9,9780895863775,Transport,dataset/Transport/0000765.jpg,"This is an engine rebuilding and modification guide that includes sections on history, engine specs, disassembly, cylinder block and bottom end reconditioning, cylinder heads and valvetrain reconditioning, balancing, step-by-step engine reassembly, torque values, and OEM part numbers for the popular Chevy LS series of engines."
765,765,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/9544/9780954481407.jpg,Better Aerobatics: v.1,Alan Cassidy,Hardback,5.0,44.2,$,44.9,9780954481407,Transport,dataset/Transport/0000766.jpg,
766,766,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/8552/9781855201217.jpg,The Complete WW2 Military Jeep Manual,Us Army,Paperback,2.5,29.15,$,31.9,9781855201217,Transport,dataset/Transport/0000767.jpg,"Designated as a light truck, the Jeep was the primary four-wheel drive vehicle for the U.S. Army during WWII. The Jeep's design owed a great deal to Karl Probst, a freelance designer employed by the American Bantam Car Co. Probst's prototype ""Blitz Buggy"" was built in a mere 49 days. It clearly impressed the Army in head-to-head competition against a design submitted by Willys-Overland. However the Buggy's engine failed to meet requirements, and the Army determined that Bantam could not produce the vehicle in quantity. As a result, the Army bought the Bantam design and asked both Willys and Ford to improve it. The Willys model MB, equipped with a L134 straight-4 ""Go Devil"" engine, was eventually accepted as the standard. Ford models built to Willys specifications were designated GPW (""G"" for government vehicle, ""P"" designating the 80"" wheelbase, and ""W"" indicating the Willys engine design). (Notably, the ""GP"" part of the designation is often misinterpreted to mean ""General Purpose,"" and some have suggested this is the reason the vehicle was nick-named the ""Jeep."" In reality it was probably named after a character in the Popeye cartoons). Roughly 640,000 Jeeps were built during WWII by Ford and Willys, and used on every front. Utilitarian, rugged, and easy to maintain, Jeeps saw service as scout cars, ambulances, firefighting vehicles, as tractors for artillery, and more. The vehicle so impressed war correspondent Ernie Pyle that he called it one of the ""two most important pieces of non-combat equipment ever developed"" - the other being the pocket stove. Jeeps remained in service for the U.S. military in Korea and in the Vietnam War. Created in 1944, this technical manual reveals a great deal about the Jeep's design and capabilities. Intended as a manual for those charged with operation and maintenance, this manual shows many aspects of its engine, cooling, power, drive train and other systems. Originally labeled restricted, this manual was declassified long ago and is here reprinted in book form. Care has been taken to preserve the integrity of the text."
767,767,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/8483/9781848320949.jpg,HMS Victory,Jonathan Eastland,Paperback,4.0,16.32,$,19.1,9781848320949,Transport,dataset/Transport/0000768.jpg,
