,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,image,name,author,format,book_depository_stars,price,currency,old_price,isbn,category,img_paths,description
584,584,584,584,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/4516/9781451699371.jpg,Lessons From Madame Chic,Jennifer L. Scott,Hardback,3.5,13.58,$,20.1,9781451699371,Art-Photography,dataset/Art-Photography/0000585.jpg,"Inspired by Paris, this lighthearted and deceptively wise contemporary memoir serves as a guidebook for women on the path to adulthood, sophistication, and style. Jennifer Scott’s self-published success is now a beautifully packaged and fully illustrated gift book, perfect for any woman looking to lead a more fulfilling, passionate, and artful life. Paris may be the City of Light, but for many it is also the City of Transformation. When Jennifer Scott arrived in Paris as an exchange student from California, she had little idea she would become an avid fan of French fashion, lifestyle, and sophistication. Used to a casual life back home, in Paris she was hosted by a woman she calls “Madame Chic,” mistress of a grand apartment in the Sixteenth Arrondissement. Madame Chic mentors Jennifer in the art of living, with elegance and an impeccably French less-is-more philosophy. Three-course meals prepared by the well-dressed Madame Chic (her neat clothes covered by an apron, of course) lure Jennifer from her usual habit of frequent snacks, junk food, sweatpants, and TV. Additional time spent with “Madame Bohemienne,” a charming single mother who passionately embraces Parisian joie de vivre, introduces readers to another facet of behind-closed-doors Parisian life. While Francophiles will appreciate this memoir of a young woman’s adventure abroad, others who may not know much about France will thrill to the surprisingly do-able (yet chic!) hair and makeup lessons, plus tips on how to create a capsule wardrobe with just ten useful core pieces. Each chapter of Lessons from Madame Chic reveals the valuable secrets Jennifer learned while under Madame Chic’s tutelage—tips you can master no matter where you live or the size of your budget. Embracing the classically French aesthetic of quality over quantity, aspiring Parisiennes will learn the art of eating (deprive yourself not; snacking is not chic), fashion (buy the best you can afford), grooming (le no-makeup look), among other tips. From entertaining to decor, you will gain insights on how to cultivate old-fashioned sophistication while living an active, modern life. Lessons from Madame Chic is the essential handbook for a woman that wants to look good, live well, and enjoy that Parisian je ne sais quoi in her own arrondissement."
585,585,585,585,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/8499/9781849906197.jpg,Doctor Who: Who-ology,Cavan Scott,Hardback,4.5,17.30,$,19.1,9781849906197,Art-Photography,dataset/Art-Photography/0000586.jpg,"Test your knowledge of the last Time Lord and the worlds he’s visited in Who-ology, an unforgettable journey through over 50 years of Doctor Who. Packed with facts, figures and stories from the show’s galactic run, this unique tour of space and time takes you from Totters Lane to Heaven itself, taking in guides to UNIT call signs, details of the inner workings of sonic screwdrivers, and a reliability chart covering every element of the TARDIS. Now fully updated to cover everything through to the 12th Doctor's final episode, and with tables, charts and illustrations dotted throughout, as well as fascinating lists and exhaustive detail, you won’t believe the wonders that await."
586,586,586,586,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9789/6798/9789679853612.jpg,Piano Lessons Made Easy Level 1,Lina Ng,Sheet music,0.0,7.90,$,,9789679853612,Art-Photography,dataset/Art-Photography/0000587.jpg,Piano Lessons Made Easy feature popular tunes and captivating illustrations to stimulate the child's musical interest and imagination. This is the second book of three in this series.
587,587,587,587,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/8771/9780877180258.jpg,"A Dozen a Day, Book 2",Edna-Mae Burnam,Paperback,4.5,6.45,$,7.0,9780877180258,Art-Photography,dataset/Art-Photography/0000588.jpg,"(Willis). The Dozen a Day books are universally recognized as one of the most remarkable technique series on the market for all ages! Each book in this series contains short warm-up exercises to be played at the beginning of each practice session, providing excellent day-to-day training for the student."
588,588,588,588,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/8828/9780882847887.jpg,Lesson Book,Willard Palmer,Sheet music,4.0,8.46,$,,9780882847887,Art-Photography,dataset/Art-Photography/0000589.jpg,"NATIONAL BOOK CRITICS CIRCLE AWARD WINNER • A deep and compassionate novel about a young man who returns to 1940s Cajun country to visit a black youth on death row for a crime he didn't commit. Together they come to understand the heroism of resisting. A “majestic, moving novel ... an instant classic, a book that will be read, discussed and taught beyond the rest of our lives"" (Chicago Tribune), from the critically acclaimed author of A Gathering of Old Men and The Autobiography of Miss Jane Pittman."
589,589,589,589,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/8444/9781844485604.jpg,Realistic Abstracts,Kees van Aalst,Paperback,4.0,15.46,$,16.0,9781844485604,Art-Photography,dataset/Art-Photography/0000590.jpg,
590,590,590,590,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/8517/9781851777372.jpg,David Bowie Is,Victoria Broackes,Hardback,4.5,50.22,$,,9781851777372,Art-Photography,dataset/Art-Photography/0000591.jpg,"David Bowie: Critical Perspectives examines in detail the many layers of one of the most intriguing and influential icons in popular culture. This interdisciplinary book brings together established and emerging scholars from a wide variety of backgrounds, including musicology, sociology, art history, literary theory, philosophy, politics, film studies and media studies. Bowie’s complexity as a singer, songwriter, producer, performer, actor and artist demands that any critical engagement with his overall work must be interdisciplinary and wide-ranging in its scope. The chapters are organised around the key themes of ‘textualities’, ‘psychologies’, ‘orientalisms’, ‘art and agency’ and ‘performing and influencing’ in Bowie’s work. This comprehensive book contributes a great deal to the study of popular music, performance, gender, religion, popular media and celebrity."
591,591,591,591,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/4059/9781405927420.jpg,Our World,Little Mix,Hardback,4.5,21.16,$,,9781405927420,Art-Photography,dataset/Art-Photography/0000592.jpg,"Colton is Juno’s best friend. He’d usually be the one she goes to for advice on what do you do when you fall in love with your best Imagine you’re a matchmaker and you realize too late you’re in love with your childhood best friend. You only have yourself to blame—you’re the one who matched him and now he’s engaged to be married. When you find yourself in this position there’s a few secrets you’re going to need to keep… Secret #1 – Smile when he tells you the happy news, even if your heart cracks in half. Secret #2 – Don’t compare yourself to his beautiful French fiancée. You’re just as beautiful. Secret #3 – Don’t tag along to the tux fitting with him alone. Just no. Secret #4 – Don’t help him learn to dance to his wedding song. Secret #5 – Erase all memories of the two of you through the years when lines blurred for even the briefest of moments. And the one you never saw coming… Secret #6 – Definitely, don’t stand and object—someone else might just do it for you."
592,592,592,592,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/5011/9781501139161.jpg,Leonardo da Vinci,Walter Isaacson,Paperback,4.0,16.87,$,21.6,9781501139161,Art-Photography,dataset/Art-Photography/0000593.jpg,"The #1 New York Times bestseller from Walter Isaacson brings Leonardo da Vinci to life in this exciting new biography that is “a study in creativity: how to define it, how to achieve it…Most important, it is a powerful story of an exhilarating mind and life” (The New Yorker). Based on thousands of pages from Leonardo da Vinci’s astonishing notebooks and new discoveries about his life and work, Walter Isaacson “deftly reveals an intimate Leonardo” (San Francisco Chronicle) in a narrative that connects his art to his science. He shows how Leonardo’s genius was based on skills we can improve in ourselves, such as passionate curiosity, careful observation, and an imagination so playful that it flirted with fantasy. He produced the two most famous paintings in history, The Last Supper and the Mona Lisa. With a passion that sometimes became obsessive, he pursued innovative studies of anatomy, fossils, birds, the heart, flying machines, botany, geology, and weaponry. He explored the math of optics, showed how light rays strike the cornea, and produced illusions of changing perspectives in The Last Supper. His ability to stand at the crossroads of the humanities and the sciences, made iconic by his drawing of Vitruvian Man, made him history’s most creative genius. In the “luminous” (Daily Beast) Leonardo da Vinci, Isaacson describes how Leonardo’s delight at combining diverse passions remains the ultimate recipe for creativity. So, too, does his ease at being a bit of a misfit: illegitimate, gay, vegetarian, left-handed, easily distracted, and at times heretical. His life should remind us of the importance to be imaginative and, like talented rebels in any era, to think different. Here, da Vinci “comes to life in all his remarkable brilliance and oddity in Walter Isaacson’s ambitious new biography…a vigorous, insightful portrait” (The Washington Post)."
593,593,593,593,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/6340/9780634021428.jpg,The Chord Wheel,Jim Fleser,Fold-out book or chart,4.5,10.40,$,17.0,9780634021428,Art-Photography,dataset/Art-Photography/0000594.jpg,"Offers detailed instructions on how to use the transparent wheel attached to the cover to analyze chord progressions, compose music, apply music theory, and transpose keys."
594,594,594,594,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/8832/9781883217044.jpg,The Jazz Theory Book,Mark Levine,Spiral bound,4.5,40.87,$,48.5,9781883217044,Art-Photography,dataset/Art-Photography/0000595.jpg,"The most highly-acclaimed jazz theory book ever published! Over 500 pages of comprehensive, but easy to understand text covering every aspect of how jazz is constructed---chord construction, II-V-I progressions, scale theory, chord/scale relationships, the blues, reharmonization, and much more. A required text in universities world-wide, translated into five languages, endorsed by Jamey Aebersold, James Moody, Dave Liebman, etc."
595,595,595,595,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/3125/9780312569372.jpg,The Hare with Amber Eyes,Edmund de Waal,Paperback,4.0,13.82,$,18.0,9780312569372,Art-Photography,dataset/Art-Photography/0000596.jpg,"The classic hardback edition, completely reimagined with gorgeous new photography of the now-famous netsuke collection, and sumptuous full-colour images hand-picked by Edmund de Waal from his family archive 264 Japanese wood and ivory carvings, none of them bigger than a matchbox- Edmund de Waal was entranced when he first encountered the collection in his great uncle Iggie's Tokyo apartment. When he later inherited the 'netsuke', they unlocked a story far larger and more dramatic than he could ever have imagined. From a burgeoning empire in Odessa to fin de si cle Paris, from occupied Vienna to Tokyo, Edmund de Waal traces the netsuke's journey through generations of his remarkable family against the backdrop of a tumultuous century."
596,596,596,596,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/6340/9780634038174.jpg,Essential Elements For Strings,Professor of Music Robert Gillespie,Paperback,4.0,9.68,$,12.0,9780634038174,Art-Photography,dataset/Art-Photography/0000597.jpg,(Essential Elements). Level 4 of Hal Leonard's Essential Elements for Strings series is perfect for your advanced-level students. Each book includes: - A detailed practice routine for scales - Three-octave major and minor scales and arpeggios - A systematic fingering system for scales - Extensive shifting exercises for advanced positions - Shifting reinforcement in a musical context using unison orchestra excerpts - Advanced technical development - Sequenced rhythmic and bowing studies - and much more!
597,597,597,597,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/4702/9780470228487.jpg,Respect for Acting,Uta Hagen,Hardback,4.0,15.55,$,19.7,9780470228487,Art-Photography,dataset/Art-Photography/0000598.jpg,"Respect for Acting ""This fascinating and detailed book about acting is Miss Hagen's credo, the accumulated wisdom of her years spent in intimate communion with her art. It is at once the voicing of her exacting standards for herself and those she [taught], and an explanation of the means to the end."" --Publishers Weekly ""Hagen adds to the large corpus of titles on acting with vivid dicta drawn from experience, skill, and a sense of personal and professional worth. Her principal asset in this treatment is her truly significant imagination. Her 'object exercises' display a wealth of detail with which to stimulate the student preparing a scene for presentation."" --Library Journal ""Uta Hagen's Respect for Acting . . . is a relatively small book. But within it, Miss Hagen tells the young actor about as much as can be conveyed in print of his craft."" --Los Angeles Times ""There are almost no American actors uninfluenced by Uta Hagen."" --Fritz Weaver ""This is a textbook for aspiring actors, but working thespians can profit much by it. Anyone with just a casual interest in the theater should also enjoy its behind-the-scenes flavor."" --King Features Syndicate"
598,598,598,598,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/5742/9781574219616.jpg,Day of the Dead Coloring Book,Thaneeya Mcardle,Paperback,4.0,7.08,$,7.8,9781574219616,Art-Photography,dataset/Art-Photography/0000599.jpg,"This new series of colouring books for grown-ups offers an inspiring adventure in doodles, shapes, and patterns. With a fresh new take on the classic colouring book, each title offers 30 amazing ready-to-colour line drawings, plus a handy guide to basic art techniques. Printed on high quality extra-thick paper, these books are perfect for decorating with coloured pencils, gel pens, watercolours, and more. Designed to eliminate bleed-through, each page is pre-perforated for easy removal and display."
599,599,599,599,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/4862/9780486295770.jpg,Poetics,Aristotle,Paperback,4.0,2.81,$,,9780486295770,Art-Photography,dataset/Art-Photography/0000600.jpg,George Whalley's English translation of the Poetics breathes new life into the study of Aristotle's aesthetics by allowing the English-speaking student to experience the dynamic quality characteristic of Aristotle's arguments in the original Greek.
600,600,600,600,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/8828/9780882849690.jpg,"Music for Little Mozarts Music Lesson Book, Bk 2",E L Lancaster,Paperback,4.0,8.02,$,12.3,9780882849690,Art-Photography,dataset/Art-Photography/0000601.jpg,"Flash Cards reinforce concepts as they are presented in the Music Lesson Book 2. Each card contains a musical symbol or rhythm pattern for the student to identify. Included on the cards are musical terms, keys on the keyboard, notes and rests, rhythm patterns, notes on the staff, steps and skips, intervals on the keyboard, and melodic and harmonic intervals on the staff. The back of the cards contain questions to ask the student about the information on the front of the card. Answers are provided, making the cards easy to use for parents with limited musical backgrounds."
601,601,601,601,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/4403/9781440344947.jpg,Draw With Jazza - Creating Characters,Josiah Brooks,Paperback,4.5,26.24,$,,9781440344947,Art-Photography,dataset/Art-Photography/0000602.jpg,"Imagine, Design and Draw Your Own Characters! Draw With Jazza YouTube star Josiah Brooks breaks down an easy-to-follow method that will help you to invent and draw original characters time and time again. Whether sci-fi or steampunk, comic book heroines or tattooed action heroes, animal familiars or alien races, you will discover the limitless possibilities of creating your very own characters for comic books, cartoons, video games and more! No matter what your skill level, you can draw from concept to finished art with confidence. Jazza shows you how as he walks you through The Design Process! • Discover. Learn techniques just like the pros use for developing characters--their backstory, personality and physicality; decide your drawing style; and explore and organize your inspiration. • Design. Use brainstorm sketching to refine your character's persona. Use simplified lines and shapes to draw men and women, practice poses and play with body shapes, sizes, ages and outfits. • Develop. Refine your best ideas by choosing features, color schemes, settings and context to reflect your end goal. • Deliver. Finish your concept art with character turnarounds, expression sheets, pose variations and more to create a complete picture of your characters and their world."
602,602,602,602,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/8118/9780811877541.jpg,Pantone,Pantone Inc.,Calendar,4.0,16.68,$,20.5,9780811877541,Art-Photography,dataset/Art-Photography/0000603.jpg,"Using the Pantone color identification system, an artful first colors book introduces children to nine basic colors and twenty shades of each, illustrating the concept of one color name referring to a variety of dark, light, and in-between tones."
603,603,603,603,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9789/8343/9789834304829.jpg,Poco Piano 1,Ying Ying Ng,Book,3.0,7.85,$,8.8,9789834304829,Art-Photography,dataset/Art-Photography/0000604.jpg,
604,604,604,604,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/9128/9781912836000.jpg,All Good Things,Stephen Ellcock,Hardback,0.0,21.48,$,24.0,9781912836000,Art-Photography,dataset/Art-Photography/0000605.jpg,"This authoritative and comprehensive workbook covers XML encryption, confidentiality, authentication, digital signatures, message authentication, and cryptographic algorithms. This book will show developers all they need to know about how to use XML Digital Signatures to protect the integrity and authenticity of data, and how to use XML Encryption to control its confidentiality."
605,605,605,605,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/7171/9780717180868.jpg,A Teacher's Life,Colm Cuffe,Hardback,4.0,10.14,$,11.4,9780717180868,Art-Photography,dataset/Art-Photography/0000606.jpg,
606,606,606,606,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/4521/9781452117164.jpg,Art of Frozen,Chris Buck,Hardback,4.5,24.25,$,30.9,9781452117164,Art-Photography,dataset/Art-Photography/0000607.jpg,"In Walt Disney Animation Studios upcoming film, Frozen, the fearless optimist Anna sets off on an epic journey—teaming up with rugged mountain man Kristoff—to find her sister Elsa, whose icy powers have trapped the kingdom of Arendelle in eternal winter. Encountering Everest-like conditions, Anna and Kristoff battle the elements in a race to save the kingdom. The Art of Frozen features concept art from the making of the film—including character studies and sculpts, color scripts, storyboards, and more—alongside interviews with the film's artists about the making of this comedy-adventure. © Disney"
607,607,607,607,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9783/8365/9783836520102.jpg,Yes is More,Bjarke Ingels,Paperback,4.0,22.78,$,,9783836520102,Art-Photography,dataset/Art-Photography/0000608.jpg,
608,608,608,608,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/8818/9780881885897.jpg,The Advancing Guitarist,Mick Goodrick,Paperback,4.5,14.72,$,22.95,9780881885897,Art-Photography,dataset/Art-Photography/0000609.jpg,General Reference
609,609,609,609,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/8048/9780804837972.jpg,"Origami Paper - Bright Colors - 6"" - 49 Sheets",Tuttle Publishing,Notebook / blank book,0.0,5.08,$,6.49,9780804837972,Art-Photography,dataset/Art-Photography/0000610.jpg,"This pack contains 500 high-quality origami sheets printed with colorful and traditional Japanese Washi Patterns. These paper patterns were developed to enhance the creative work of origami artists and paper crafters. The pack contains 12 designs unique to this pack, and all of the papers are printed with coordinating colors on the reverse to provide aesthetically pleasing combinations in origami models that show both the front and back of the papers. This origami paper pack includes: 500 sheets of high-quality origami paper 12 unique designs Vibrant and bright colors Double-sided color 6 x 6 inch (15 cm) squares Instructions for 6 easy origami projects"
610,610,610,610,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/0919/9780091938468.jpg,Seven Deadly Sins,Corey Taylor,Paperback,4.0,9.42,$,11.4,9780091938468,Art-Photography,dataset/Art-Photography/0000611.jpg,Uniform Titles for Music explains the concept and practice of uniform titles for musical works by a single composer and works of unknown or collective authorship. The book provides a step-by-step approach to establishing uniform titles.
611,611,611,611,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/5711/9780571169344.jpg,Arcadia,Tom Stoppard,Paperback,4.0,9.37,$,12.9,9780571169344,Art-Photography,dataset/Art-Photography/0000612.jpg,
612,612,612,612,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/7171/9780717181001.jpg,The Gospel According to Blindboy,Blindboy Boatclub,Paperback,4.0,10.56,$,13.9,9780717181001,Art-Photography,dataset/Art-Photography/0000613.jpg,"The Gospel According to Blindboy is a surreal and genre-defying collection of short stories and visual art exploring the myths, complacencies and contradictions at the heart of modern Ireland. Covering themes ranging from love and death to sex and politics, there’s a story about a girl from Tipp being kicked out of ISIS, a van powered by Cork people’s accents and a man who drags a fridge on his back through Limerick. Whip-smart, provocative and animated by the author’s unmistakably dark wit, it is unlike anything else you will read this year. ‘Mad, wild, hysterical, and all completely under the writer’s control – this is a brilliant debut.’ Kevin Barry ‘There is genius in this book, warped genius. Like you’d expect from a man who for his day job wears a plastic bag on his head but something beyond that too. Oddly in keeping with the tradition of great Irish writers.’ Russell Brand ‘One of Ireland’s finest and most intelligent comic minds delivers stories so blisteringly funny and sharp your fingers might bleed.’ Tara Flynn ‘Essential, funny and disturbing.’ Danny Boyle"
613,613,613,613,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/6006/9781600610868.jpg,An Illustrated Life,Danny Gregory,Paperback,3.5,16.50,$,21.1,9781600610868,Art-Photography,dataset/Art-Photography/0000614.jpg,
614,614,614,614,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/7868/9780786860708.jpg,Illusion Of Life,Ollie Johnston,Hardback,4.5,65.09,$,65.8,9780786860708,Art-Photography,dataset/Art-Photography/0000615.jpg,"Traces the development of Disney animation, explains what made Disney's style unique, and features original sketches and drawings revealing the origins of Mickey Mouse and other Disney characters"
615,615,615,615,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9789/6798/9789679852943.jpg,Theory of Music Made Easy Grade 2,Lina Ng,Sheet music,3.5,6.48,$,,9789679852943,Art-Photography,dataset/Art-Photography/0000616.jpg,
616,616,616,616,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/5944/9781594484858.jpg,The Tao Of Wu,The RZA,Paperback,4.0,12.93,$,17.0,9781594484858,Art-Photography,dataset/Art-Photography/0000617.jpg,"From the founder of the Wu-Tang Clan—celebrating their 25th anniversary this year—an inspirational book for the hip hop fan. The RZA, founder of the Wu-Tang Clan, imparts the lessons he's learned on his journey from the Staten Island projects to international superstardom. A devout student of knowledge in every form in which he's found it, he distills here the wisdom he's acquired into seven ""pillars,"" each based on a formative event in his life-from the moment he first heard the call of hip-hop to the death of his cousin and Clan- mate, Russell Jones, aka ODB. Delivered in RZA's unmistakable style, at once surprising, profound, and provocative, The Tao of Wu is a spiritual memoir the world has never seen before, and will never see again. A nonfiction Siddhartha for the hip-hop generation from the author of The Wu-Tang Manual, it will enlighten, entertain, and inspire."
617,617,617,617,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/7866/9781786692689.jpg,"The Colour of Time: A New History of the World, 1850-1960",Dan Jones,Hardback,4.5,29.97,$,31.4,9781786692689,Art-Photography,dataset/Art-Photography/0000618.jpg,"The top five Sunday Times bestseller. 'Breathtaking' Daily Mail. 'Astonishing' Sun. 'Shimmering' Spectator. 'Extraordinary' Daily Telegraph. The Colour of Time spans more than a hundred years of world history from the reign of Queen Victoria and the US Civil War to the Cuban Missile Crisis and beginning of the Space Age. It charts the rise and fall of empires, the achievements of science, industry and the arts, the tragedies of war and the politics of peace, and the lives of men and women who made history. The book is a collaboration between a gifted Brazilian artist and a leading British historian. Marina Amaral has created 200 stunning images, using contemporary photographs as the basis for her full-colour digital renditions. Dan Jones has written a narrative that anchors each image in its context, and weaves them into a vivid account of the world that we live in today. A fusion of amazing pictures and well-chosen words, The Colour of Time offers a unique – and often beautiful – perspective on the past."
618,618,618,618,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/7390/9780739048153.jpg,Suzuki Violin School: v.3,Shinichi Suzuki,Paperback,0.0,7.61,$,11.95,9780739048153,Art-Photography,dataset/Art-Photography/0000619.jpg,"Teach violin with the popular Suzuki Violin School. Revised edition features: New engravings in a 9"" x 12"" format New editing of pieces, including bowings and fingerings 16 additional pages Additional exercises, some from Dr. Suzuki, plus additional insight and suggestions for teachers Glossary of terms in English, French, German and Spanish Musical notation guide Fingerboard position. Titles: Study Points * Tonalization * Vibrato Exercises * Gavotte (P. Martini) * Minuet (J. S. Bach) * Gavotte in G Minor (J. S. Bach) * Humoresque (A. Dvor?k) * Gavotte (J. Becker) * Gavotte in D Major (J. S. Bach) * Bourr?e (J. S. Bach) This title is available in SmartMusic."
619,619,619,619,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/4081/9781408105276.jpg,Abracadabra Flute (Pupils' Book + 2 CDs),Malcolm Pollock,Mixed media product,4.0,14.65,$,,9781408105276,Art-Photography,dataset/Art-Photography/0000620.jpg,"Abracadabra Flute has become a classic in the market, and here is a brand new edition. The cover has been redesigned, the music re-set, and new illustrations commissioned. Some new material has been added, supplying extra help where new notes are introduced and reinforcement exercises for tricky corners. As well as the new edition, there is now a CD available. Performed by professional musicians, it demonstrates each piece on flute with piano accompaniments from our book Abracadabra Flute Piano Accompaniments, enabling the pupil to hear how the pieces sound. Such a CD is invaluable for ensemble experience, and offers all the fun of playing with an accompaniment - perfect for home practice and concerts alike."
620,620,620,620,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/3219/9780321985200.jpg,Logo Design Love,David Airey,Paperback,4.0,24.95,$,37.44,9780321985200,Art-Photography,dataset/Art-Photography/0000621.jpg,"Completely updated and expanded, the second edition of David Airey’s Logo Design Love contains more of just about everything that made the first edition so great: more case studies, more sketches, more logos, more tips for working with clients, more insider stories, and more practical information for getting the job and getting it done right. In Logo Design Love, David shows you how to develop an iconic brand identity from start to finish, using client case studies from renowned designers. In the process, he reveals how designers create effective briefs, generate ideas, charge for their work, and collaborate with clients. David not only shares his personal experiences working on identity projects–including sketches and final results of his own successful designs–he also uses the work of many well-known designers such as Paula Scher, who designed the logos for Citi and Microsoft Windows, and Lindon Leader, creator of the current FedEx identity, as well as work from leading design studios, including Moving Brands, Pentagram, MetaDesign, Sagmeister & Walsh, and many more. In Logo Design Love, you’ll learn: Best practices for extending a logo into a complete brand identity system Why one logo is more effective than another How to create your own iconic designs What sets some designers above the rest 31 practical design tips for creating logos that last"
621,621,621,621,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/5532/9780553272956.jpg,Audition,Michael Shurtleff,Paperback,4.0,7.28,$,8.3,9780553272956,Art-Photography,dataset/Art-Photography/0000622.jpg,"Expertly translated and updated from the original French, Audition offers a broad, detailed, and up-to-date treatment of the physiology of hearing. It includes a substantial section on auditory psychophysics as well as brief introductions to physical acoustics, musical acoustics, anatomy, and clinical topics. The book's clear, direct style and its more than 180 well-chosen, informative, and easily understood figures make it accessible not only to upper-level undergraduate and graduate students in the basic and clinical neurosciences but also to students in professional training programs such as otolaryngology or audiology. Audition is divided into three major sections. The first concerns the psychophysics of hearing and covers nonlinear phenomena, perception of complex tones, and musical scales. The second covers the anatomy and physiology of the ear, beginning with data from earlier and more recent studies of auditory-nerve fibers, proceeding to cochlear mechanics, and ending with current findings regarding cochlear transduction. The third deals with the central nervous system, detailing aspects of the auditory pathway and including a useful section on the relationship between auditory psychophysics and current neurophysiological research. Audition concludes with appendixes on deafness and evoked potentials and a comprehensive bibliography. Pierre Buser is Professor in the Department of Comparative Neurophysiology at the Universite Pierre et Marie Curie in Paris. Michel Imbert is Professor in the Department of Visual Neuroscience, also at the Universite Pierre et Marie Curie. R. H. Kay is Emeritus Fellow of Keble College, Oxford."
622,622,622,622,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/8484/9781848493469.jpg,"Violin Specimen Sight-Reading Tests, ABRSM Grades 1-5",ABRSM,Sheet music,4.5,9.28,$,,9781848493469,Art-Photography,dataset/Art-Photography/0000623.jpg,'Specimen Aural Tests' provides teachers and students with many practice examples of the tests to use as part of a music lesson or when preparing for an exam.
623,623,623,623,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9783/8995/9783899554663.jpg,Rock the Shack,Sven Ehmann,Hardback,4.0,32.43,$,39.9,9783899554663,Art-Photography,dataset/Art-Photography/0000624.jpg,"From weekend homes to get-away cabins, this architecture embodies our longing for relaxing in nature."
624,624,624,624,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/8348/9780834815162.jpg,The Art Of Japanese Joinery,Kiyosi Seike,Paperback,4.0,18.31,$,25.2,9780834815162,Art-Photography,dataset/Art-Photography/0000625.jpg,
625,625,625,625,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/5958/9781595827685.jpg,The Art Of The Mass Effect Universe,Casey Hudson,Hardback,4.5,28.23,$,40.0,9781595827685,Art-Photography,dataset/Art-Photography/0000626.jpg,"The Mass Effect trilogy is a groundbreaking epic that has immersed gamers in one of science fiction's richest universes. Now BioWare and Dark Horse are proud to invite fans deeper than ever into the Mass Effect saga with The Art of the Mass Effect Universe! Featuring concept art and commentary by BioWare on the games' characters, locations, vehicles, weapons, and more (including Mass Effect 3) The Art of the Mass Effect Universe is the most complete companion available to gaming's most compelling series!"
626,626,626,626,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/6838/9781683833581.jpg,Harry Potter: Spells Pocket Journal Collection: Set of 3,Insight Editions,Notebook / blank book,0.0,6.27,$,9.0,9781683833581,Art-Photography,dataset/Art-Photography/0000627.jpg,"Inspired by the spells of the Wizarding World, this pocket notebook collection invites fans to celebrate the magic of the beloved Harry Potter™ films! Show your love for the magical world of the Harry Potter films with this collectible set of three unique pocket notebooks, inspired by some of the Wizarding World’s most memorable spells. Each notebook features a flexible cover and sixty-four lined, acid-free pages of high-quality, heavy stock paper, perfect for jotting down notes, making lists, or simply recording your thoughts! The Harry Potter: Spells Pocket Notebook Collection is one of a new line of mini notebook collections inspired by the cinematic Wizarding World. Fans can choose their favorite designs or collect them all!"
